material_id,formula,composition,symmetry,a,b,c,alpha,beta,gamma,num_atoms,crystal_system
mp-554755,SiO2,Si32 O64,P4_2/mmc,12.773847,12.773847,13.35445,90.0,90.0,90.0,96,tetragonal
mp-554946,SiO2,Si48 O96,Imm2,15.891229123017798,15.891229123017798,15.891229123017798,129.41273519690776,100.89346804857813,100.14350718295427,144,orthorhombic
mp-555147,SiO2,Si4 O8,Cc,5.358796920090896,5.358797906946451,5.437575283706647,96.57099748228359,96.57100966092483,100.27360076667745,12,monoclinic
mp-555165,SiO2,Si16 O32,I4_1/acd,10.169142800796918,10.169142800796918,10.169142800796918,127.97781363372287,127.97781363372287,76.66097188194115,48,tetragonal
mp-555211,SiO2,Si16 O32,I4/mmm,10.258018935067074,11.262437932160635,11.26243852426166,78.03016092911437,62.90878411013532,62.9087894945824,48,tetragonal
mp-555235,SiO2,Si4 O8,Cc,5.014167544131072,5.014167544131072,8.320052516114202,89.17194457646318,89.17194457646318,119.59550407820512,12,monoclinic
mp-555251,SiO2,Si4 O8,Ima2,5.101448935093631,7.0025210897802825,7.002520884952351,74.90358069848611,68.63808355396968,68.63807549188388,12,orthorhombic
mp-555355,SiO2,Si12 O24,P622,12.746899809907545,12.746899809907545,3.77507,90.0,90.0,119.99999901337458,36,hexagonal
mp-555394,SiO2,Si16 O32,Imm2,15.363224349404945,15.363224349404945,15.363224349404945,109.76827709513068,109.55551357865201,109.0906109227361,48,orthorhombic
mp-555411,SiO2,Si8 O16,Fddd,12.64948957253695,11.895089229626528,5.849576614068406,83.5217674957958,69.12447883959807,27.353753664606153,24,orthorhombic
mp-555483,SiO2,Si4 O8,Fddd,4.719161331322126,5.2735853805419195,7.73162861068729,82.15171897493693,72.23067962557728,63.42083622330274,12,orthorhombic
mp-555497,SiO2,Si24 O48,Ia-3,10.469890329287502,10.469890329287502,10.469890329287502,109.47122063449069,109.47122063449069,109.47122063449069,72,cubic
mp-555521,SiO2,Si32 O64,I4_1/amd,18.886963914729755,18.886963914729755,18.886963914729755,148.0605425949796,148.0605425949796,45.79600069397681,96,tetragonal
mp-555544,SiO2,Si8 O16,Fddd,12.93345242006364,10.668984233260494,8.103761331848379,85.94624058539257,55.371122180901345,38.68263723370611,24,orthorhombic
mp-555556,SiO2,Si16 O32,Pbam,8.34821239,9.76190387,9.78529686,90.0,90.0,90.0,48,orthorhombic
mp-555676,SiO2,Si8 O16,Pnnn,4.521437,8.271913,9.4753,90.0,90.0,90.0,24,orthorhombic
mp-555700,SiO2,Si16 O32,I4_1/amd,9.15526976240884,9.155288112007554,12.157176475279075,112.11537197961498,112.11537143100088,90.00037254834592,48,tetragonal
mp-555740,SiO2,Si8 O16,Ia-3,7.315368265451927,7.315370164555958,7.31536866,109.47121920962496,109.47122446846757,109.47121929559637,24,cubic
mp-555791,SiO2,Si48 O96,Im-3m,17.78282534519425,17.78282534519425,17.78282534519425,109.47122063449069,109.47122063449069,109.47122063449069,144,cubic
mp-555823,SiO2,Si12 O24,P622,12.884284646424419,12.884284646424419,3.884577,90.0,90.0,120.00000331932242,36,hexagonal
mp-555891,SiO2,Si4 O8,P2_1,8.464716,5.186797,5.226512026024622,60.78428036133111,90.0,90.0,12,monoclinic
mp-555960,SiO2,Si16 O32,P-1,10.104981,12.955310771197155,13.102212224931101,93.70148579622854,95.66514903927784,91.60611656752052,48,triclinic
mp-556027,SiO2,Si6 O12,R-3c,9.598778049532607,9.598778049532607,9.5987776822471,117.33407439294184,117.33407439294184,117.33406562042234,18,trigonal
mp-556044,SiO2,Si12 O24,P-31c,12.36937836631805,12.36937836631805,5.136851,90.0,90.0,120.00000195930679,36,trigonal
mp-556068,SiO2,Si24 O48,Im-3m,15.987281019121514,15.987281019121514,15.987281019121514,109.47122063449069,109.47122063449069,109.47122063449069,72,cubic
mp-556088,SiO2,Si16 O32,Ccce,8.191127390411713,8.191127390411713,14.163088,90.0,90.0,101.98011591784305,48,orthorhombic
mp-556132,SiO2,Si8 O16,Pcca,4.224431,7.626827,8.497389,90.0,90.0,90.0,24,orthorhombic
mp-556218,SiO2,Si12 O24,Cmc2_1,5.05560177,11.162318320071357,11.162318811379825,102.18328390587075,90.0,90.0,36,orthorhombic
mp-556257,SiO2,Si48 O96,Fd-3c,15.562064023109597,15.562064023109597,15.562064023109597,60.00000000000001,60.00000000000001,60.00000000000001,144,cubic
mp-556262,SiO2,Si16 O32,P-1,7.378831745669351,11.39858635686446,11.56562521867163,104.67317170863488,94.34907044633403,96.21593319005123,48,triclinic
mp-556319,SiO2,Si4 O8,P1,5.038951,5.51942795009211,6.232714262167085,89.29506292655007,89.83510023586228,89.3918118138968,12,triclinic
mp-556376,SiO2,Si4 O8,P2,4.280687,4.318109,8.003325919034973,86.37849458529529,90.0,90.0,12,monoclinic
mp-556454,SiO2,Si16 O32,C222,5.05643292,13.035285055765396,13.03528359291877,101.6880522019688,90.0,90.0,48,orthorhombic
mp-556464,SiO2,Si12 O24,P-31c,8.288828332900374,8.288828332900374,7.546894,90.0,90.0,120.00000265713204,36,trigonal
mp-556469,SiO2,Si16 O32,P-1,5.017101113898664,12.679957592569721,14.824516561990679,103.14270879362283,90.93852110579657,100.65452291726531,48,triclinic
mp-556537,SiO2,Si12 O24,I2_13,8.81592903237787,8.81592903237787,8.81592903237787,109.47122063449069,109.47122063449069,109.47122063449069,36,cubic
mp-556553,SiO2,Si4 O8,C2,5.440845937698022,5.440845016221365,5.46294484789651,97.10367450787548,97.103679371351,100.65170539760075,12,monoclinic
mp-556564,SiO2,Si16 O32,P4/nnc,11.222309,11.222309,4.966429,90.0,90.0,90.0,48,tetragonal
mp-556588,SiO2,Si4 O8,P1,4.815082,4.858519482249815,5.9488507993649495,90.67733011069869,93.39711737676956,104.98269619953707,12,triclinic
mp-556591,SiO2,Si18 O36,Fmmm,11.133549899598764,11.13354921368459,11.236459126179868,111.51181615693373,111.51180886388752,105.06029097331158,54,orthorhombic
mp-556654,SiO2,Si24 O48,P2_1/c,4.97615435,13.859023276068061,17.33698637688376,105.96438047886208,90.0,90.0,72,monoclinic
mp-556662,SiO2,Si4 O8,C2,5.120389615309598,5.120389330259928,6.755295380141917,98.64010147877255,98.64009882191355,96.15911905156555,12,monoclinic
mp-556788,SiO2,Si4 O8,P1,5.277893,5.502236586324692,5.99978773433819,95.81915905894354,99.90487507278199,118.12059154493582,12,triclinic
mp-556812,SiO2,Si6 O12,R-3c,5.927344803358245,5.927344803358245,5.927344951556388,89.14851939262893,89.14851939262893,89.14852504850991,18,trigonal
mp-556880,SiO2,Si4 O8,P1,5.177583,5.58992294888901,6.596262795678854,110.13953328353028,90.20262969685577,96.96598225959357,12,triclinic
mp-556882,SiO2,Si16 O32,P2_1/c,7.87961841,8.826654209463006,8.825793207368994,90.30224167800732,90.0,90.0,48,monoclinic
mp-556961,SiO2,Si8 O16,P2_12_12_1,7.01260948,7.01170388,6.87585118,90.0,90.0,90.0,24,orthorhombic
mp-556963,SiO2,Si12 O24,P-31m,11.74119102999883,11.74119102999883,4.447084,90.0,90.0,120.00000580385525,36,trigonal
mp-556985,SiO2,Si4 O8,P1,4.914998625102985,7.603487036105155,7.1023150412648794,122.78070449051341,77.74426597389878,113.89987450269703,12,triclinic
mp-556994,SiO2,Si4 O8,P1,5.112160979610927,5.239996424848033,6.955231002246651,72.83866862440394,75.08631717908635,85.24015631453105,12,triclinic
mp-557004,SiO2,Si12 O24,P1,8.905285931162393,9.129544390367043,9.168089530194889,111.54750548468567,98.15484888701783,98.9426815363734,36,triclinic
mp-557017,SiO2,Si16 O32,P4/nnc,11.278821,11.278821,5.1638,90.0,90.0,90.0,48,tetragonal
mp-557024,SiO2,Si48 O96,Pm-3n,14.28400616,14.28400616,14.28400616,90.0,90.0,90.0,144,cubic
mp-557076,SiO2,Si12 O24,R-3c,10.906729842919967,10.906729842919967,10.90672962331294,43.33980553004073,43.33980553004073,43.33980333934439,36,trigonal
mp-557118,SiO2,Si4 O8,C222_1,4.72569443,5.901860311044787,5.901858866535289,94.54939275818406,90.0,90.0,12,orthorhombic
mp-557134,SiO2,Si4 O8,C2,5.354936453074881,5.3549377798400375,6.914448174173236,106.55578818073545,106.55579814536435,101.08775493740715,12,monoclinic
mp-557194,SiO2,Si6 O12,P-31m,8.784467613119192,8.784467613119192,4.29823,90.0,90.0,119.99999708624024,18,trigonal
mp-557211,SiO2,Si24 O48,P6_3/mcm,13.66606743,13.666067420192814,8.96418908,90.0,90.0,120.00000004794477,72,hexagonal
mp-557244,SiO2,Si4 O8,I2_12_12_1,8.37426139201673,8.37426139201673,8.37426139201673,150.60522522044207,147.6554191067627,44.26621936223958,12,orthorhombic
mp-557264,SiO2,Si16 O32,Pc,8.47620994,8.822964770191033,10.340690510230006,90.00075918751614,90.0,90.0,48,monoclinic
mp-557465,SiO2,Si8 O16,Pccn,4.71155729,8.09259956,8.53061019,90.0,90.0,90.0,24,orthorhombic
mp-557591,SiO2,Si24 O48,Pm-3n,10.795491,10.795491,10.795491,90.0,90.0,90.0,72,cubic
mp-557653,SiO2,Si4 O8,Pm,5.659033,4.946422,5.389372870520002,71.37840168872118,90.0,90.0,12,monoclinic
mp-557723,SiO2,Si12 O24,P6_422,6.866243365564973,6.866243365564973,13.588059,90.0,90.0,119.99999388692157,36,hexagonal
mp-557771,SiO2,Si12 O24,R-3c,11.005151265231433,11.005151265231433,11.005151911812666,114.35565716195757,114.35565716195757,114.35565699440635,36,trigonal
mp-557814,SiO2,Si48 O96,Pm-3n,13.191978,13.191978,13.191978,90.0,90.0,90.0,144,cubic
mp-557837,SiO2,Si4 O8,C2/c,4.875859960993195,5.0780985344786185,8.479901810284565,75.44084342296638,73.29081845742581,61.316375398858945,12,monoclinic
mp-557873,SiO2,Si4 O8,P1,4.933880672010725,7.1838973379617554,7.004500953421164,122.92115518033391,83.64618444271518,109.08100450029403,12,triclinic
mp-557881,SiO2,Si12 O24,Cm,8.93158372530169,9.181130417853986,9.181129965908074,110.86644491128251,98.71155928628434,98.71155497923624,36,monoclinic
mp-557894,SiO2,Si32 O64,P2_1/m,22.284912,7.500817,11.652325763548708,85.17489070686774,90.0,90.0,96,monoclinic
mp-557930,SiO2,Si8 O16,I-42m,7.673796059694433,7.67379581737364,7.673796755787787,106.7164067308627,106.71640612511524,115.13361306981858,24,tetragonal
mp-557933,SiO2,Si24 O48,Imma,8.373700529430046,13.213564561195623,13.213564228984398,66.65160701802304,71.52686577362253,71.52686354955547,72,orthorhombic
mp-558025,SiO2,Si36 O72,Pnnm,7.44307693,14.147415,18.72567969,90.0,90.0,90.0,108,orthorhombic
mp-558115,SiO2,Si40 O80,R-3,16.130705610642735,16.130705610642735,16.130705405962257,51.12487715306681,51.12487715306681,51.12487870141674,120,trigonal
mp-558200,SiO2,Si8 O16,P-4n2,7.03307129,6.85758117,6.85758117,90.0,90.0,90.0,24,tetragonal
mp-558203,SiO2,Si32 O64,P4/mbm,15.80455,15.80455,9.959237,90.0,90.0,90.0,96,tetragonal
mp-558301,SiO2,Si16 O32,C2/m,13.484890684655957,13.484890684655957,5.451611860572706,84.74048978733825,84.74048978733825,88.33778408095695,48,monoclinic
mp-558326,SiO2,Si36 O72,Imma,14.073554231526769,14.073554231526769,14.073554231526769,118.68590145045697,114.98069211993324,95.60556298923106,108,orthorhombic
mp-558351,SiO2,Si12 O24,C2/m,8.927109815508544,9.199572469061259,9.19957348013891,111.0126676501274,98.7231196492652,98.72310623376049,36,monoclinic
mp-558366,SiO2,Si8 O16,Pban,3.878788,8.748041,9.840364,90.0,90.0,90.0,24,orthorhombic
mp-558374,SiO2,Si24 O48,Pa-3,10.43603892,10.43603892,10.43603892,90.0,90.0,90.0,72,cubic
mp-558564,SiO2,Si12 O24,C2/m,4.940225741181517,13.244391685288807,13.244392862867631,115.26567389288724,75.12075492428569,75.12074988736606,36,monoclinic
mp-558569,SiO2,Si24 O48,R-3,10.342694666326615,10.342694666326615,10.342694210695102,83.91046774845938,83.91046774845938,83.91046549958833,72,trigonal
mp-558598,SiO2,Si12 O24,I432,9.321741561763016,9.321741561763016,9.321741561763016,109.47122063449069,109.47122063449069,109.47122063449069,36,cubic
mp-558733,SiO2,Si6 O12,C2/c,6.854984384411681,6.854984384411681,4.643195461499548,79.67772193811591,79.67772193811591,43.30501584475744,18,monoclinic
mp-558891,SiO2,Si12 O24,Ia-3d,8.773574940166682,8.773574345937554,8.77357503,109.47122221390778,109.4712208419049,109.47121856648454,36,cubic
mp-558931,SiO2,Si48 O96,Fm-3c,15.31061119486541,15.31061119486541,15.31061119486541,60.00000000000001,60.00000000000001,60.00000000000001,144,cubic
mp-558947,SiO2,Si48 O96,P4/nmm,19.607762,19.607762,7.49645,90.0,90.0,90.0,144,tetragonal
mp-559091,SiO2,Si4 O8,P6_322,5.06907469,5.069073086979099,8.55848854,90.0,90.0,120.00000400044905,12,hexagonal
mp-559273,SiO2,Si24 O48,P6_222,17.373586146502337,17.373586146502337,13.02581,90.0,90.0,120.00000055788807,72,hexagonal
mp-559313,SiO2,Si8 O16,Cmce,6.827343239032615,6.827344181582337,8.9926986,90.0,90.0,97.35351771639448,24,orthorhombic
mp-559347,SiO2,Si16 O32,P4_2/nbc,8.07131941,8.98643679,8.98643679,90.0,90.0,90.0,48,tetragonal
mp-559360,SiO2,Si24 O48,P2_1/m,7.414627086287416,9.74592779021657,19.53026663,90.0,90.0,98.8424492340161,72,monoclinic
mp-559389,SiO2,Si6 O12,R-3,6.042959476846175,6.042959476846175,6.042958662433494,88.00565192289535,88.00565192289535,88.00565774617503,18,trigonal
mp-559550,SiO2,Si6 O12,R-3,7.591828522626955,7.591828868329437,7.5918297108816475,110.71457257522937,110.7145612282994,110.71454839485673,18,trigonal
mp-559605,SiO2,Si6 O12,R-3m,8.536392369698161,8.536392369698161,8.536392671486476,116.18833456997028,116.18833456997028,116.18832992124116,18,trigonal
mp-559740,SiO2,Si12 O24,P6_3/mmc,10.01794969,10.017950444947962,10.21391857,90.0,90.0,119.99999747410665,36,hexagonal
mp-559829,SiO2,Si48 O96,Ia-3d,18.136577670081312,18.136577670081312,18.136577670081312,109.47122063449069,109.47122063449069,109.47122063449069,144,cubic
mp-559860,SiO2,Si8 O16,Ccce,5.7649825075189955,5.7649825075189955,11.3143,90.0,90.0,94.07576733941696,24,orthorhombic
mp-559872,SiO2,Si12 O24,P4_32_12,7.52578722,7.52578722,8.68358089,90.0,90.0,90.0,36,tetragonal
mp-559928,SiO2,Si6 O12,P6_3/mmc,9.14542171,9.145421577157494,5.21703544,90.0,90.0,120.00000406141274,18,hexagonal
mp-559962,SiO2,Si24 O48,Fm-3m,13.49717387178415,13.497173352786321,13.49717336,59.99999998232027,60.00000125431321,60.000000979222726,72,cubic
mp-560064,SiO2,Si32 O64,C2/c,12.676127835013538,12.676127835013538,14.553296205694055,73.37131470154726,73.37131470154726,90.205771735956,96,monoclinic
mp-560131,SiO2,Si8 O16,I-42m,9.515788325645385,9.515788325645385,9.515788325645385,94.17638640088894,94.17638640088894,148.68752275044173,24,tetragonal
mp-560152,SiO2,Si16 O32,P-42_1c,11.593486,11.593486,5.1922,90.0,90.0,90.0,48,tetragonal
mp-560155,SiO2,Si18 O36,P2/c,7.4000994787714784,8.76051178,15.775092826087658,90.0,91.15343238586037,90.0,54,monoclinic
mp-560203,SiO2,Si12 O24,Pbcn,4.84142187,8.68775542,10.43821243,90.0,90.0,90.0,36,orthorhombic
mp-560336,SiO2,Si32 O64,Imma,15.7879588711855,15.7879588711855,15.7879588711855,148.4588575598113,104.63612717152569,83.97604605536206,96,orthorhombic
mp-560527,SiO2,Si8 O16,Cmcm,7.047745163203406,7.0477454112293305,8.98645132,90.0,90.0,94.49364272301662,24,orthorhombic
mp-560708,SiO2,Si28 O56,P2/m,8.562994,12.580356,15.231533977801218,74.07655881366868,90.0,90.0,84,monoclinic
mp-560754,SiO2,Si16 O32,P4/nbm,12.372788,12.372788,4.374808,90.0,90.0,90.0,48,tetragonal
mp-560809,SiO2,Si24 O48,Cmcm,8.58754618,12.633230384978921,12.63322904604346,109.46973569387511,90.0,90.0,72,orthorhombic
mp-560826,SiO2,Si12 O24,Cmcm,5.23534552,11.322182079972261,11.322180945768325,103.51227349650077,90.0,90.0,36,orthorhombic
mp-560836,SiO2,Si12 O24,P23,8.793326,8.793326,8.793326,90.0,90.0,90.0,36,cubic
mp-560920,SiO2,Si32 O64,Cmcm,15.219593555449896,15.219593555449896,8.608622,90.0,90.0,101.31730688403158,96,orthorhombic
mp-560941,SiO2,Si32 O64,Cmcm,11.506162652476497,11.506162652476497,19.944881,90.0,90.0,129.13649298416047,96,orthorhombic
mp-560954,SiO2,Si8 O16,I4_122,12.071190396555055,12.071190396555055,12.071190396555055,152.1292452668902,152.1292452668902,39.82459140031265,24,tetragonal
mp-560973,SiO2,Si18 O36,Cmcm,7.50540317,10.15408333179316,14.01310505,90.0,90.0,111.68944971019596,54,orthorhombic
mp-560998,SiO2,Si18 O36,Cmmm,7.53229033,11.823039783605733,11.82303831181396,105.52135400167131,90.0,90.0,54,orthorhombic
mp-561090,SiO2,Si34 O68,Fd-3m,14.153149518954711,14.153149518954711,14.153149518954711,60.00000000000001,60.00000000000001,60.00000000000001,102,cubic
mp-561181,SiO2,Si28 O56,Amm2,12.679032729757976,12.679032729757976,12.693834,90.0,90.0,114.89167374785276,84,orthorhombic
mp-561291,SiO2,Si8 O16,P-4c2,6.601238,6.601238,8.138442,90.0,90.0,90.0,24,tetragonal
mp-561301,SiO2,Si48 O96,Pn-3m,12.646489,12.646489,12.646489,90.0,90.0,90.0,144,cubic
mp-561351,SiO2,Si24 O48,Pmmn,5.23380392,11.32811166,21.92522312,90.0,90.0,90.0,72,orthorhombic
mp-561488,SiO2,Si12 O24,R-3m,10.782833083004842,10.782833083004842,10.782832470513869,115.24566338659548,115.24566338659548,115.24566233850669,36,trigonal
mp-562490,SiO2,Si4 O8,C2/c,5.0849171692142905,6.900162183494431,6.900161640337657,75.39616517834277,71.34769169068218,71.34770089324796,12,monoclinic
mp-572283,SiO2,Si16 O32,P4/n,11.772237,11.772237,4.375244,90.0,90.0,90.0,48,tetragonal
mp-600000,SiO2,Si8 O16,Imma,9.55350701,5.24667292,8.88334945,90.0,90.0,90.0,24,orthorhombic
mp-600001,SiO2,Si5 O10,P-4m2,6.91141994,6.91141994,6.41851438,90.0,90.0,90.0,15,tetragonal
mp-600002,SiO2,Si8 O16,P4_2/mmc,7.14179583,7.14179583,8.82087107,90.0,90.0,90.0,24,tetragonal
mp-600003,SiO2,Si16 O32,I4/mmm,13.03405186,13.03405186,5.24807107,90.0,90.0,90.0,48,tetragonal
mp-600004,SiO2,Si12 O24,Cmcm,7.50310009,16.19814551,5.23004209,90.0,90.0,90.0,36,orthorhombic
mp-600005,SiO2,Si16 O32,Im-3m,9.88295788,9.88295788,9.88295788,90.0,90.0,90.0,48,cubic
mp-600006,SiO2,Si20 O40,P4/mcc,8.49887142,8.49887142,13.97640642,90.0,90.0,90.0,60,tetragonal
mp-600007,SiO2,Si12 O24,Pmma,9.77799132,7.54459249,9.44050952,90.0,90.0,90.0,36,orthorhombic
mp-600014,SiO2,Si24 O48,Pnma,7.53766176,12.96727114,13.52520136,90.0,90.0,90.0,72,orthorhombic
mp-600015,SiO2,Si24 O48,P4/nmm,13.629275,13.629275,7.63685586,90.0,90.0,90.0,72,tetragonal
mp-600016,SiO2,Si16 O32,I4_1/amd,9.79074992,9.79074992,10.11435594,90.0,90.0,90.0,48,tetragonal
mp-600018,SiO2,Si24 O48,Cmme,8.54646524,15.26932189,9.62007824,90.0,90.0,90.0,72,orthorhombic
mp-600022,SiO2,Si32 O64,Pmmn,7.034937,13.681159,22.422521,90.0,90.0,90.0,96,orthorhombic
mp-600023,SiO2,Si10 O20,Fm-3m,9.602511799711726,9.602511799711726,9.602511799711726,60.00000000000001,60.00000000000001,60.00000000000001,30,cubic
mp-600024,SiO2,Si32 O64,Pnma,8.519192,14.198571,16.049878,90.0,90.0,90.0,96,orthorhombic
mp-600026,SiO2,Si12 O24,Pnnm,4.97822466,8.2739409,14.05082491,90.0,90.0,90.0,36,orthorhombic
mp-600027,SiO2,Si24 O48,Cmcm,13.08069181,21.58936709,5.24156576,90.0,90.0,90.0,72,orthorhombic
mp-600028,SiO2,Si24 O48,Ia-3d,11.719889296141659,11.719889296141659,11.719889296141659,109.47122063449069,109.47122063449069,109.47122063449069,72,cubic
mp-600029,SiO2,Si24 O48,Cmcm,5.23309703,14.08017597,17.16209978,90.0,90.0,90.0,72,orthorhombic
mp-600031,SiO2,Si20 O40,Imma,12.25741512714054,12.25741512714054,12.25741512714054,140.1482600857049,113.35813785328688,80.55025743283777,60,orthorhombic
mp-600032,SiO2,Si24 O48,Cmcm,9.28407205114201,9.28407205114201,18.43126129,90.0,90.0,94.53472724470072,72,orthorhombic
mp-600033,SiO2,Si12 O24,Im-3m,8.93923869,8.93923869,8.93923869,90.0,90.0,90.0,36,cubic
mp-600037,SiO2,Si16 O32,Imma,14.973415814634812,14.973415814634812,14.973415814634812,159.81116259684725,124.28965492919473,59.87175552413759,48,orthorhombic
mp-600038,SiO2,Si10 O20,Pmma,13.81934545,6.91058365,6.41899888,90.0,90.0,90.0,30,orthorhombic
mp-600039,SiO2,Si24 O48,Cmcm,15.8848319,9.52246335,8.55610682,90.0,90.0,90.0,72,orthorhombic
mp-600041,SiO2,Si16 O32,Cmce,10.918148047130563,10.918148047130563,10.14482304,90.0,90.0,133.14031532240043,48,orthorhombic
mp-600045,SiO2,Si16 O32,Cmce,10.676450327335386,10.676450327335386,10.37960632,90.0,90.0,130.79603353442164,48,orthorhombic
mp-600049,SiO2,Si16 O32,C222_1,7.212937891883007,7.212937891883007,17.32623557,90.0,90.0,105.2684799364943,48,orthorhombic
mp-600050,SiO2,Si24 O48,Pmna,7.209538,9.851638,20.540995,90.0,90.0,90.0,72,orthorhombic
mp-600051,SiO2,Si24 O48,Cmce,8.798604077194783,8.798604077194783,19.22255767,90.0,90.0,117.30194267205002,72,orthorhombic
mp-600052,SiO2,Si20 O40,Cmcm,13.754331152343578,13.754331152343578,8.35908103,90.0,90.0,138.5653674156539,60,orthorhombic
mp-600053,SiO2,Si28 O56,Pmmn,5.23705395,22.45374876,13.97235134,90.0,90.0,90.0,84,orthorhombic
mp-600054,SiO2,Si64 O128,P4_122,12.729156,12.729156,26.407933,90.0,90.0,90.0,192,tetragonal
mp-600055,SiO2,Si28 O56,Amm2,12.447344717152506,12.447344717152506,12.55000624,90.0,90.0,124.31872459226625,84,orthorhombic
mp-600057,SiO2,Si24 O48,Imma,13.555007895704595,13.555007895704595,13.555007895704595,135.63974699197234,124.68060088234455,73.50336659185554,72,orthorhombic
mp-600059,SiO2,Si17 O34,P-4,13.074011790000148,13.074011790000148,4.99308042,90.0,90.0,90.0,51,tetragonal
mp-600060,SiO2,Si48 O96,Pnma,9.768834,12.322808,23.00047,90.0,90.0,90.0,144,orthorhombic
mp-600061,SiO2,Si24 O48,Pmma,19.81695247,7.60287932,9.06308853,90.0,90.0,90.0,72,orthorhombic
mp-600063,SiO2,Si24 O48,Cmcm,13.680296627877766,13.680296627877766,7.52367217,90.0,90.0,97.16150958711074,72,orthorhombic
mp-600065,SiO2,Si24 O48,Cmce,11.407819905755167,11.407819905755167,9.71571105,90.0,90.0,105.67593475079792,72,orthorhombic
mp-600067,SiO2,Si28 O56,I-4m2,14.628043313905861,14.628043313905861,14.628043313905861,124.6742954011586,124.6742954011586,82.07820875475403,84,tetragonal
mp-600068,SiO2,Si20 O40,Cccm,11.99396895,10.28546043,10.06611816,90.0,90.0,90.0,60,orthorhombic
mp-600070,SiO2,Si32 O64,Pbcm,7.007044,15.17347,17.424142,90.0,90.0,90.0,96,orthorhombic
mp-600071,SiO2,Si12 O24,Fmm2,12.165897125876585,10.65017933140158,8.79416692080276,76.80621969347585,58.46325608460374,44.73052422192043,36,orthorhombic
mp-600072,SiO2,Si48 O96,P4/nmm,18.581735,18.581735,9.39174,90.0,90.0,90.0,144,tetragonal
mp-600076,SiO2,Si40 O80,P4/nnc,8.739251,8.739251,27.938549,90.0,90.0,90.0,120,tetragonal
mp-600078,SiO2,Si18 O36,I4_1/amd,21.77822500025349,21.77822500025349,21.77822500025349,160.93319772088896,160.93319772088896,27.091963339515868,54,tetragonal
mp-600080,SiO2,Si64 O128,P4_2/mmc,13.046145,13.046145,25.713425,90.0,90.0,90.0,192,tetragonal
mp-600083,SiO2,Si60 O120,Pmmn,7.627858,18.274276,26.114808,90.0,90.0,90.0,180,orthorhombic
mp-600084,SiO2,Si32 O64,Ibam,16.321784606482375,16.321784606482375,16.321784606482375,150.19444267144766,125.96623456726105,62.933416811881365,96,orthorhombic
mp-600085,SiO2,Si32 O64,I4/mmm,16.816153276859755,16.816153276859755,16.816153276859755,137.36097269676887,137.36097269676887,61.88312179299014,96,tetragonal
mp-600091,SiO2,Si18 O36,Imm2,12.462025979783778,12.462025979783778,12.462025979783778,144.88389815478007,109.88634899035831,80.90083927927486,54,orthorhombic
mp-600096,SiO2,Si24 O48,I-43m,15.541785427059144,15.541785427059144,15.541785427059144,109.47122063449069,109.47122063449069,109.47122063449069,72,cubic
mp-600098,SiO2,Si32 O64,Cmcm,8.655909924014923,8.655909924014923,28.315475,90.0,90.0,109.77177239824128,96,orthorhombic
mp-600109,SiO2,Si60 O120,P4_2/ncm,10.069225,10.069225,34.484045,90.0,90.0,90.0,180,tetragonal
mp-600111,SiO2,Si32 O64,Cmcm,17.49059075870938,17.49059075870938,21.668651,90.0,90.0,162.62969297599363,96,orthorhombic
mp-604717,SiO2,Si12 O24,P4_12_12,9.584321,9.584321,9.889348,90.0,90.0,90.0,36,tetragonal
mp-615993,SiO2,Si14 O28,C2/m,5.23596825801485,12.16019524264947,13.054545829770477,108.5841216686218,101.56866381368633,89.9999992643201,42,monoclinic
mp-638033,SiO2,Si8 O16,P4_322,4.684624,4.684624,15.771199,90.0,90.0,90.0,24,tetragonal
mp-638035,SiO2,Si6 O12,R-3c,6.569973609715338,6.569973609715338,6.56997316702382,112.87502520775202,112.87502520775202,112.87503146367007,18,trigonal
mp-638038,SiO2,Si8 O16,P4/nbm,9.715639,9.715639,4.238039,90.0,90.0,90.0,24,tetragonal
mp-638049,SiO2,Si12 O24,F4_132,8.17881563841807,8.17881563841807,8.17881563841807,59.99999999999999,59.99999999999999,59.99999999999999,36,cubic
mp-639463,SiO2,Si6 O12,Pmma,5.23827461,7.44058448,8.12286306,90.0,90.0,90.0,18,orthorhombic
mp-639478,SiO2,Si24 O48,Pm-3m,11.8976794,11.8976794,11.8976794,90.0,90.0,90.0,72,cubic
mp-639480,SiO2,Si18 O36,P4_2/mmc,7.17367623,7.17367623,20.87529174,90.0,90.0,90.0,54,tetragonal
mp-639506,SiO2,Si24 O48,I2_12_12_1,8.13339803,9.15679409,17.34183576,90.0,90.0,90.0,72,orthorhombic
mp-639511,SiO2,Si16 O32,I4/mmm,11.06820054701186,11.06820054701186,11.06820054701186,101.62744205566827,101.62744205566827,126.64861615283715,48,tetragonal
mp-639512,SiO2,Si46 O92,Pm-3n,13.774841,13.774841,13.774841,90.0,90.0,90.0,138,cubic
mp-639558,SiO2,Si28 O56,Cmmm,12.559441631310133,12.559441631310133,12.57046576,90.0,90.0,114.89434743283738,84,orthorhombic
mp-639682,SiO2,Si10 O20,I-4m2,7.19367919,7.19367919,12.12717244,90.0,90.0,90.0,30,tetragonal
mp-639695,SiO2,Si16 O32,Pmma,14.29050876,7.16483369,9.05788454,90.0,90.0,90.0,48,orthorhombic
mp-639705,SiO2,Si20 O40,I4_1/amd,13.81037334,13.81037334,6.43389135,90.0,90.0,90.0,60,tetragonal
